y_pred,tau
-0.1,1e-06
-0.08787878787878789,0.10096470816815077
-0.07575757575757576,0.20018292222323358
-0.06363636363636363,0.29779584043932195
-0.051515151515151514,0.39394366109048956
-0.03939393939393939,0.48876658245081017
-0.027272727272727268,0.5824048027943574
-0.015151515151515138,0.6749985203952052
-0.003030303030303022,0.766687933527427
0.009090909090909094,0.8576132404650968
0.021212121212121224,0.9479146394822883
0.033333333333333354,1.0377323288530749
0.04545454545454547,1.1272065068515302
0.057575757575757586,1.216477371751728
0.06969696969696973,1.3056851218277432
0.08181818181818185,1.3949699553536477
0.09393939393939396,1.484472070603516
0.10606060606060608,1.574331665851422
0.1181818181818182,1.6646889393714392
0.13030303030303034,1.7556840894376415
0.14242424242424245,1.847456742911774
0.15454545454545457,1.9400253872421747
0.1666666666666667,2.033138231846314
0.1787878787878788,2.1265069157527106
0.19090909090909094,2.2198430779898817
0.2030303030303031,2.3128583575863457
0.21515151515151518,2.4052643935706195
0.22727272727272732,2.4967728249712238
0.23939393939393946,2.5870952908166727
0.2515151515151516,2.6759434301354856
0.26363636363636367,2.7630288819561826
0.27575757575757576,2.8480632853072785
0.28787878787878796,2.9307582792172933
0.30000000000000004,3.010825502714743
0.31212121212121213,3.087976594828147
0.32424242424242433,3.1619231945860227
0.3363636363636364,3.232376941016888
0.3484848484848485,3.2990494731492603
0.3606060606060607,3.3616524300116586
0.3727272727272728,3.4198974506326003
0.3848484848484849,3.4734971780090587
0.3969696969696971,3.5222032844117472
0.40909090909090917,3.565818142518417
0.42121212121212126,3.604147513400362
0.43333333333333346,3.6369971581288754
0.44545454545454555,3.664172837775248
0.45757575757575764,3.685480313410777
0.46969696969696983,3.7007253461067515
0.4818181818181819,3.709713696934465
0.493939393939394,3.712251126965213
0.5060606060606062,3.7081433972702853
0.5181818181818183,3.6971962689209774
0.5303030303030304,3.6792155029885802
0.5424242424242426,3.654006860544388
0.5545454545454547,3.621376102659694
0.5666666666666668,3.581128990405791
0.578787878787879,3.53307128485397
0.590909090909091,3.477008747075526
0.6030303030303031,3.412747138141752
0.6151515151515152,3.34009221912394
0.6272727272727274,3.2589413717416043
0.6393939393939395,3.1705628940802417
0.6515151515151516,3.0772804183585625
0.6636363636363638,2.9814447236540116
0.6757575757575759,2.8854065890440355
0.687878787878788,2.7915167936060765
0.7000000000000002,2.7021261164175803
0.7121212121212123,2.619585336555993
0.7242424242424244,2.5462452330987584
0.7363636363636366,2.4844565851233202
0.7484848484848486,2.436570171707125
0.7606060606060607,2.404936771927616
0.7727272727272728,2.3919071648622383
0.784848484848485,2.3998321295884373
0.7969696969696971,2.4310624451836573
0.8090909090909092,2.487948890725342
0.8212121212121214,2.572842245290939
0.8333333333333335,2.6880932879578903
0.8454545454545456,2.8360527978036405
0.8575757575757578,3.019071553905638
0.8696969696969699,3.2384318019274936
0.881818181818182,3.487518657771249
0.8939393939393941,3.7561777204056384
0.9060606060606061,4.034237892964794
0.9181818181818183,4.311528078582865
0.9303030303030305,4.577877180393988
0.9424242424242425,4.8231141015322985
0.9545454545454547,5.037067745131947
0.9666666666666669,5.209567014327067
0.9787878787878789,5.330440812251799
0.9909090909090911,5.389518042040286
1.0030303030303032,5.3766276068266645
1.0151515151515151,5.28159840974508
1.0272727272727273,5.094259353929669
1.0393939393939395,4.80443934251457
1.0515151515151515,4.401967278633934
1.0636363636363637,3.8766720654218845
1.075757575757576,3.218382606012569
1.087878787878788,2.416927803540144
1.1,1.46213656113872
