y_pred,tau
-0.1,1e-06
-0.08787878787878789,0.181067469539967
-0.07575757575757576,0.3516257342257361
-0.06363636363636363,0.5123816648858149
-0.051515151515151514,0.6640411323487115
-0.03939393939393939,0.807310007442934
-0.027272727272727268,0.94289416099699
-0.015151515151515138,1.0714994638393884
-0.003030303030303022,1.193831786798636
0.009090909090909094,1.3105970007032413
0.021212121212121224,1.4225009763817127
0.033333333333333354,1.5302495846625577
0.04545454545454547,1.634548696374284
0.057575757575757586,1.7361041823454002
0.06969696969696973,1.8356219134044147
0.08181818181818185,1.933807760379834
0.09393939393939396,2.0313675941001668
0.10606060606060608,2.1290072853939215
0.1181818181818182,2.2274327050896066
0.13030303030303034,2.3273497240157286
0.14242424242424245,2.4294629117579887
0.15454545454545457,2.5342009744271583
0.1666666666666667,2.6413771302866302
0.1787878787878788,2.7507213180601977
0.19090909090909094,2.8619634764716526
0.2030303030303031,2.9748335442447877
0.21515151515151518,3.0890614601033937
0.22727272727272732,3.2043771627712667
0.23939393939393946,3.320510590972196
0.2515151515151516,3.4371916834299743
0.26363636363636367,3.5541503788683957
0.27575757575757576,3.671116616011252
0.28787878787878796,3.787820333582334
0.30000000000000004,3.9039914703054355
0.31212121212121213,4.019359964904349
0.32424242424242433,4.1336557561028675
0.3363636363636364,4.246608782624781
0.3484848484848485,4.357948983193883
0.3606060606060607,4.4674062965339685
0.3727272727272728,4.574710661368826
0.3848484848484849,4.679586265083594
0.3969696969696971,4.781533711773185
0.40909090909090917,4.8797631629304075
0.42121212121212126,4.973465369280116
0.43333333333333346,5.0618310815471625
0.44545454545454555,5.144051050456396
0.45757575757575764,5.219316026732672
0.46969696969696983,5.286816761100839
0.4818181818181819,5.345744004285749
0.493939393939394,5.395288507012257
0.5060606060606062,5.43464102000521
0.5181818181818183,5.462992293989464
0.5303030303030304,5.479533079689865
0.5424242424242426,5.483454127831272
0.5545454545454547,5.47394618913853
0.5666666666666668,5.450200014336496
0.578787878787879,5.411406354150018
0.590909090909091,5.356755959303948
0.6030303030303031,5.28543958052314
0.6151515151515152,5.196647968532443
0.6272727272727274,5.089661887962962
0.6393939393939395,4.965108978191201
0.6515151515151516,4.82465370543975
0.6636363636363638,4.66998720671824
0.6757575757575759,4.502800619036299
0.687878787878788,4.324785079403556
0.7000000000000002,4.13763172482964
0.7121212121212123,3.943031692324181
0.7242424242424244,3.742676118896808
0.7363636363636366,3.5382561415571474
0.7484848484848486,3.331462897314833
0.7606060606060607,3.1239875231794905
0.7727272727272728,2.9175211561607504
0.784848484848485,2.713754933268239
0.7969696969696971,2.5143799915115905
0.8090909090909092,2.321087467900429
0.8212121212121214,2.1355684994443855
0.8333333333333335,1.9595142231530907
0.8454545454545456,1.7946157760361718
0.8575757575757578,1.642564295103257
0.8696969696969699,1.504859388867634
0.881818181818182,1.381585150549289
0.8939393939393941,1.27219123522407
0.9060606060606061,1.1761243053350707
0.9181818181818183,1.0928310233253802
0.9303030303030305,1.0217580516380929
0.9424242424242425,0.9623520527163016
0.9545454545454547,0.9140596890030966
0.9666666666666669,0.8763276229415713
0.9787878787878789,0.8486025169748181
0.9909090909090911,0.830331033545928
1.0030303030303032,0.8209598350979941
1.0151515151515151,0.8199355840741083
1.0272727272727273,0.8267049429173627
1.0393939393939395,0.8407145740708499
1.0515151515151515,0.8614111399776616
1.0636363636363637,0.8882413030808904
1.075757575757576,0.9206517258236285
1.087878787878788,0.9580890706489671
1.1,1.0
