ANT,N,BROWN,lai,LIDFa,q,TypeLidf,alpha,psoil,CHL,CAR,LMA,EWT,tts,tto,psi,fcover,fapar,albedo,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
0.0,1.43508914086322,0.146438102719454,2.26773189550672,50.7728412389568,0.243894104977328,2.0,40.0,0.320342223173161,38.830460864657,5.94302688137988,0.013688166946286,0.0143979869791417,28.6124938864,8.975609114154,2.71717150170001,0.745063729250438,0.784331094483776,0.173791051184104,0.030774069233203,0.0729395883652842,0.0276635710826317,0.0921673744117069,0.286453559743351,0.337024261412908,0.359224238941858,0.31039661018331,0.214025302513658,0.084381447431687
0.0,1.76083329184208,0.589833550456269,7.14668698020889,77.3504462034396,0.477736510731661,2.0,40.0,0.917261184934795,28.2208652031525,6.01197034030921,0.0087292351776435,0.0161666500066646,36.3979727927419,6.75624788593839,238.35491077852,0.775132805090352,0.955688150406106,0.185340033104252,0.0127172847837525,0.0300770398158614,0.0098320815182994,0.0502081147863211,0.139298155321376,0.210111189693932,0.247994844381056,0.270441854518386,0.106036462674278,0.0400068485614593
0.0,1.62241361869663,0.332299820843848,4.45687359580081,66.802544425997,0.384590065776026,2.0,40.0,0.645991571593859,22.010019011326,2.22358014515652,0.022062601378706,0.0216796967842448,39.1382596905666,11.0002159288533,130.234138886433,0.82196767448658,0.905804312302565,0.157388706873871,0.033666074773937,0.0573871586633924,0.0208184620658185,0.0911949464258597,0.210983602967037,0.215798001686416,0.250001598220894,0.235780474794257,0.102507346770643,0.0337845793932399
0.0,1.55089180315263,0.251768326146364,3.55162454570562,60.8405792639577,0.330994546454948,2.0,40.0,0.516018540926126,56.5294148232849,8.18322505916077,0.0153820385018539,0.0161720522166709,32.5354774275,9.752592025483,31.0770184912,0.815134204761954,0.890641225003677,0.165267618044746,0.0257891555003529,0.0467582501343463,0.019587367797015,0.064223083533054,0.237355976282527,0.313234156069174,0.39205383002948,0.368849999045327,0.15991830442508,0.0611347188536526
0.0,1.31175162270327,0.0590410317980535,1.03235219871531,39.8150481446365,0.160261992582527,2.0,40.0,0.136820121570296,61.5893017512321,13.7844476006224,0.0040069746663764,0.0099206790767647,19.9127314473478,8.81882913152807,222.360575990502,0.521145289274998,0.553965666716613,0.162877280618578,0.0282164073260922,0.0431502869336339,0.0311315966336829,0.0694285229552625,0.217316820021794,0.250298631610481,0.27958649721676,0.280919020827976,0.228183362098864,0.137919410992438
0.0,1.31173654545519,0.0590317854646077,1.03220742172994,39.8137087568238,0.160252743039092,2.0,40.0,0.136799594044876,29.1705573193516,8.19486192107257,0.0066432196322174,0.0029437887060263,22.5607397919217,2.74039753298601,93.270902200421,0.520053682067308,0.525479054541531,0.173937648164204,0.034419889714265,0.0827259560929924,0.0358000504302056,0.109565502705794,0.246928517547467,0.244462200694915,0.27712596495816,0.285985355682602,0.284205074802421,0.160433227306792
0.0,1.24569623892764,0.0218584285842486,0.4120254508091,33.9776139977795,0.122557735345059,2.0,40.0,0.0520781121165685,50.2689918067978,10.6967306207469,0.0194063283296321,0.0219082110019662,29.3509981428263,8.67885844575044,132.228818416551,0.271369877208264,0.282298732110043,0.104086289549678,0.0295647237990602,0.0457555229650235,0.0354636683381754,0.0614039336849592,0.129220327604218,0.159042495465871,0.137972454181171,0.167557881636033,0.156692559485084,0.0885559093842994
0.0,1.70233239338022,0.449757571762913,5.71125142533506,73.09020186125,0.440764516201612,2.0,40.0,0.799125317500456,32.0252462877414,5.41498827070964,0.0166144533142658,0.0111261513536898,35.7878366271793,11.0872173776197,48.691009436387,0.808520517197436,0.939287910662521,0.163021972368272,0.0216812090168393,0.0418588512715136,0.0172440181054376,0.0679633528220197,0.178691836522609,0.236076297862196,0.258721905284643,0.245718474055103,0.147430078486488,0.0494512720304284
0.0,1.55217166608969,0.253084280606634,3.56683163003596,60.9494052566029,0.331966636039718,2.0,40.0,0.51828632075781,59.3615583182929,8.44372009845149,0.0025733664104463,0.0028975278189501,23.9501810965625,3.10227655133429,58.3460976561161,0.810325198376512,0.878767802029659,0.244923260613502,0.0231418256847432,0.0437164611439659,0.0212505034301991,0.0575917152471671,0.27363920182045,0.465384437062398,0.492435294485568,0.55593619923512,0.399354619866354,0.225652181593383
0.0,1.60918229694285,0.316170839097472,4.27922658337474,65.719902975893,0.374835372346344,2.0,40.0,0.621453066763451,45.3878537802495,8.84415982552678,0.0105143295207832,0.0088214475467646,25.6897380040499,2.79711607493381,120.309750575705,0.812018763939524,0.897158754659632,0.181808866186143,0.0211758649235003,0.0423698330004932,0.0188722121312486,0.0706479193422514,0.227325123590109,0.296708281091738,0.349419646230337,0.409440620172152,0.202736894062886,0.088101699580501
