CHL,ANT,LMA,N,BROWN,lai,LIDFa,q,TypeLidf,alpha,psoil,tts,tto,psi,CAR,EWT,fcover,fapar,albedo,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
30.4412845736843,0.0,0.0046801998789917,1.43508914086322,0.146438102719454,1.16302389533283,50.7728412389568,0.243894104977328,2.0,40.0,0.374540118847362,55.4374775257,11.68462950944,128.4473704315,4.35310369403685,0.0120367456211469,0.505559687122779,0.618595535430063,0.210131674687869,0.0380114601885926,0.0876482098857468,0.0398471799908541,0.107617242441262,0.258053936381596,0.312793658235921,0.311288588125499,0.335516353617415,0.261480154674349,0.145720953364146
69.0508002661662,0.0,0.0066518346385939,1.76083329184208,0.589833550456269,4.10666672618794,77.3504462034396,0.477736510731661,2.0,40.0,0.950714306409916,25.1843221741266,9.83893949218468,24.3331828564124,9.87426443806177,0.0333049492105227,0.60000240525974,0.861307511971911,0.14989717464004,0.0343892363593446,0.0444785566655846,0.0371689251578226,0.0665113026309812,0.183695605416443,0.275671283682919,0.307610402909942,0.336451424374494,0.150736423645815,0.0919655532414874
51.4045695603669,0.0,0.0056188804169893,1.62241361869663,0.332299820843848,2.44763372177573,66.802544425997,0.384590065776026,2.0,40.0,0.731993941811405,35.7417872425491,9.40458571783391,247.152150509521,7.35085344713247,0.0203476347624975,0.608368257365379,0.801623982600788,0.196146960980676,0.0377107611486373,0.048139190293426,0.0377857723469853,0.0780263667379617,0.250769585862803,0.318340423125134,0.333898929715971,0.334229710907078,0.199463106107089,0.110619312336684
43.2021506723959,0.0,0.0052499091466266,1.55089180315263,0.251768326146364,1.90547734254016,60.8405792639577,0.330994546454948,2.0,40.0,0.598658484197037,20.9170758901324,9.80574317286724,26.0192397389833,6.17790754615261,0.0165855863282396,0.595811330310234,0.705919617654201,0.190953958583447,0.0530729264427104,0.0846296458162153,0.0533700822501545,0.117874172045747,0.302999222345599,0.380604314205956,0.386708480645496,0.386315480483325,0.276058118697817,0.155017124176151
17.1292009460934,0.0,0.0039891552492578,1.31175162270327,0.0590410317980535,0.496946807968938,39.8150481446365,0.160261992582527,2.0,40.0,0.156018640442437,20.093866239223,3.24454060131195,64.1432044691842,2.44947573529136,0.0081777948647875,0.297739470301392,0.274865194925888,0.154148793809967,0.056015695695178,0.0885449643535091,0.0576980427517742,0.127905377473319,0.179742738026513,0.195422416700105,0.220239639705142,0.211275758089781,0.239470177262297,0.155132601438665
17.127576180191,0.0,0.0039890544725627,1.31173654545519,0.0590317854646077,0.496872671044167,39.8137087568238,0.160252743039092,2.0,40.0,0.155994520336203,40.369259446054,10.335523791422,52.1491881612942,2.44924339376732,0.0081773392380836,0.298729707615045,0.281736694317607,0.158949291835237,0.0584585420489063,0.096127393856928,0.0586944231380773,0.120703985291454,0.19345448843915,0.187209741075046,0.214030555409786,0.214349940020484,0.23558554955714,0.151033526794928
9.98907341560546,0.0,0.0034291904264565,1.24569623892764,0.0218584285842486,0.190120255293179,33.9776139977795,0.122557735345059,2.0,40.0,0.0580836121681995,49.6857631589314,2.78908238728235,121.700765417108,1.42843749843158,0.0060412108189951,0.135671294642071,0.105606839525588,0.116650673194025,0.0493735338668722,0.0693994878623332,0.0541569391231606,0.0914807275974065,0.117137160892433,0.132907656057916,0.125480907606001,0.133061679296084,0.205111432966778,0.135028736364999
61.1607929190573,0.0,0.0061085155397349,1.70233239338022,0.449757571762913,3.21467467479155,73.09020186125,0.440764516201612,2.0,40.0,0.866176145774935,49.4514094832183,8.60226440308844,251.246399966748,8.74599338742519,0.0262859889025199,0.593007118728314,0.918188847376999,0.205923573871347,0.0249027579044607,0.0260441762017822,0.0227996477896005,0.0458935946545189,0.18806711936482,0.292136090191055,0.323868318347846,0.313916842987607,0.136156303983432,0.053082228727707
43.346093397198,0.0,0.0052562669567951,1.55217166608969,0.253084280606634,1.91448047474373,60.9494052566029,0.331966636039718,2.0,40.0,0.601115011743209,34.9735707527557,10.493656540773,45.1144808692538,6.19849135579931,0.0166447305457999,0.597297121914351,0.732047538927235,0.201328977263796,0.0372869014874375,0.0696090277614056,0.0443938279593361,0.0899897299975106,0.279616662710812,0.363340083103874,0.392819857497608,0.38235780938928,0.23417779712703,0.123042882104007
49.858865602692,0.0,0.005547789640012,1.60918229694285,0.316170839097472,2.34033758800144,65.719902975893,0.374835372346344,2.0,40.0,0.708072577796045,28.4811578860052,8.52868899974583,45.2095782764831,7.12981778118495,0.0195706114503724,0.60638367746305,0.768665895881723,0.189694096022372,0.0387990467852429,0.0585627670223576,0.0442337198268401,0.0987940134959405,0.270664587972984,0.339548250015917,0.373699066431813,0.369866659435925,0.23025830107409,0.122243257197191
6.85698392246872,0.0,0.0029588007596736,1.21694467685831,0.00774051007254,0.0682920184799803,31.4669611676143,0.10801525766791,2.0,40.0,0.0205844942958024,33.4567523343706,3.60313275060793,68.5046520187889,0.980548700913027,0.0047661108399206,0.0525853781732298,0.0324622027465633,0.0885370180597241,0.0348814639157561,0.0417329177183097,0.0481685030957435,0.0520728526113906,0.0767065606538275,0.0840205462139211,0.0893350103351237,0.0862149503466528,0.17115690807188,0.131586267289818
71.1995985386184,0.0,0.0068794843409285,1.77552832776119,0.650670509209503,4.48898562835608,78.3652320914707,0.486339822236761,2.0,40.0,0.969909852161994,27.7507326443707,10.8007362152083,1.39854905481847,10.1815425910224,0.0359810567878699,0.620608831925504,0.888314624714588,0.149027595187659,0.0261146387008369,0.0417180100021472,0.043630744116335,0.0605812352926906,0.162859088633818,0.239165512110842,0.301503346401954,0.315197351952622,0.135284217131148,0.0828108224070629
58.4810039505501,0.0,0.0059638839630858,1.68108893594913,0.414028536398318,2.98365230708935,71.4657939036762,0.426382177328109,2.0,40.0,0.832442640800422,19.4339505833777,6.76190474053466,214.660673821846,8.36278356492866,0.0244416953439612,0.591838076347295,0.78958500776904,0.165580764900676,0.0383286057604624,0.049882028528016,0.0503441390297688,0.0860840374802964,0.228582951982697,0.316157342990329,0.337185628825614,0.376703211000121,0.199396969077529,0.12771623554466
20.7958150537647,0.0,0.0042017546305027,1.3457922232766,0.0808047931994845,0.668929741877724,42.8427118444771,0.181829361880087,2.0,40.0,0.212339110678276,29.6986571980341,4.7730062001225,201.162280872401,2.97380155268835,0.009203051351257,0.366463649116609,0.363326323776105,0.170681075003143,0.0577265490791965,0.0985014580131313,0.0591247283410194,0.125190755940533,0.211124373981783,0.219701155800646,0.240381696408988,0.25008591115994,0.251798822290354,0.156179719531305
18.8391148400561,0.0,0.0040916659533705,1.32762383381273,0.0689678548532903,0.575998884490745,41.2260202604925,0.170151027321161,2.0,40.0,0.181824967207101,25.9620876772341,8.63479799396119,238.060319861325,2.69399342212803,0.0086558997579063,0.331719760930677,0.316479853806653,0.162434323590006,0.0603989582406185,0.0948444147901031,0.0475198942391084,0.127790415944671,0.194503356116962,0.206582707571348,0.223243940596393,0.225561535358264,0.251203301648635,0.162580562554944
18.9420337886316,0.0,0.0040976307399594,1.32857939891829,0.0695777999284011,0.580821925002079,41.3110174587736,0.170755892832923,2.0,40.0,0.183404509853434,41.0174922661094,9.13051350768959,135.299387195197,2.70871083177432,0.0086846353261145,0.333766145789145,0.327436402291397,0.167306181649446,0.0585096714302546,0.0927922021178532,0.0553556001577255,0.113997295885063,0.207507683207227,0.211561819357191,0.231281991903681,0.241369524715643,0.236421356227678,0.153797324222902
