ANT,N,BROWN,lai,LIDFa,q,TypeLidf,alpha,psoil,CHL,CAR,LMA,EWT,tts,tto,psi,fcover,fapar,albedo,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
0.0,1.43508914086322,0.146438102719454,1.52288289001721,50.7728412389568,0.243894104977328,2.0,40.0,0.320342223173161,14.5335519687007,1.05286976942405,0.0066694111544964,0.0048652110330366,48.4086947963196,10.5730232378235,59.9429586429667,0.601615119511073,0.618765660130269,0.231906399472114,0.072206600208615,0.121935573773826,0.0493494871956581,0.162693351930826,0.29238985430149,0.322241288606448,0.334999758763181,0.342133610380072,0.28923775332122,0.156107693459446
0.0,1.76083329184208,0.589833550456269,5.42517732947833,77.3504462034396,0.477736510731661,2.0,40.0,0.917261184934795,35.6916281201229,6.68137897268413,0.0159698290434539,0.0248296600175769,51.50695321915,8.19624471415638,61.2901825151113,0.688397678927077,0.963650536360908,0.175256713231804,0.0116886182017507,0.0271040975336461,0.0092921770591795,0.0452053086090592,0.138130055626704,0.184774567434102,0.209149205030324,0.223043493866371,0.0783290792206717,0.0231344807246852
0.0,1.62241361869663,0.332299820843848,3.22172177626712,66.802544425997,0.384590065776026,2.0,40.0,0.645991571593859,40.9498544967036,9.06936445011166,0.0153711828408596,0.0202336825450867,27.3826854133,3.119811663865,104.3941569006,0.699124771179876,0.838397141857548,0.153586951097166,0.0256645310611895,0.0512422927260518,0.0284598592202569,0.0776343859347432,0.218553916325437,0.27572452803187,0.295631165315058,0.306559486469187,0.153074335125917,0.0667498327562318
0.0,1.55089180315263,0.251768326146364,2.50353045554609,60.8405792639577,0.330994546454948,2.0,40.0,0.516018540926126,55.5175712760768,15.1634932905112,0.0164380993728149,0.0232589393170527,39.2606271893916,3.88275351275353,47.038992838067,0.690314141354876,0.829066536907011,0.160377002218278,0.0232178497254406,0.0445402734458035,0.0254070649450368,0.066747036875275,0.226366036551027,0.290467284273031,0.305782753346785,0.313956805902973,0.147823541190208,0.0579730630139431
0.0,1.31175162270327,0.0590410317980535,0.647853756699115,39.8150481446365,0.160261992582527,2.0,40.0,0.136820121570296,21.0351638827544,6.87011731007029,0.0203740200908126,0.0167852822251141,25.5274975838986,4.88841941622978,136.859093585319,0.369375524777527,0.367199056342197,0.131393746078835,0.0394645033589577,0.0795676268523614,0.0468728560080273,0.104911990108967,0.172556477058813,0.186966446736514,0.194974560384083,0.199589234798112,0.177373719260401,0.0960985600192984
0.0,1.31173654545519,0.0590317854646077,0.647756725362653,39.8137087568238,0.160252743039092,2.0,40.0,0.136799594044876,0.858012258298725,0.241520150612019,0.0089842273576591,0.0078357816937008,32.4611113948276,10.0337254001204,43.2417484470184,0.370291637463812,0.158960144932893,0.199236455005152,0.13630253567291,0.165502276509995,0.157455095043432,0.189973439951987,0.203822050378522,0.211512514672284,0.220231409048148,0.225298974797417,0.225994016113022,0.131790091733044
0.0,1.24569623892764,0.0218584285842486,0.247191008165674,33.9776139977795,0.122557735345059,2.0,40.0,0.0520781121165685,30.0278415345404,11.2278045401321,0.0107272698407654,0.0102202731780316,75.640002619677,8.35986947491935,68.2004739799785,0.172962624377158,0.226190319066879,0.110878345764242,0.0309117982162527,0.0530087932320801,0.0399065146714354,0.0739070546686952,0.12676302173268,0.140341746578545,0.148998980620737,0.154064440836922,0.187209831664312,0.114492350662309
0.0,1.70233239338022,0.449757571762913,4.23967540303702,73.09020186125,0.440764516201612,2.0,40.0,0.799125317500456,45.2757797006281,9.66797802335356,0.0140009583264164,0.0135811717931891,57.2329520114515,10.6678174913791,118.529972499584,0.704619622140953,0.959835320081737,0.200142747203823,0.0109536130926387,0.0276199855174473,0.0084059828315548,0.045183158192261,0.169766545321237,0.231844472775371,0.256133517827398,0.269776301828818,0.128858011064351,0.0436358813027064
0.0,1.55217166608969,0.253084280606634,2.51544501613308,60.9494052566029,0.331966636039718,2.0,40.0,0.51828632075781,35.1313472043387,9.50372475373535,0.0051693296991899,0.0057962054706056,31.716801776553,6.53862333303849,133.291843126547,0.692683679675661,0.796469430020777,0.218949903051116,0.0274114805956283,0.0630018800457742,0.0290849100572756,0.09492415193984,0.277491852243793,0.347548319678248,0.3705060456919,0.383270318379907,0.294466374360156,0.154699549274552
0.0,1.60918229694285,0.316170839097472,3.07948328617573,65.719902975893,0.374835372346344,2.0,40.0,0.621453066763451,38.438135409662,4.1362848864751,0.0153115571984386,0.0181092339063345,21.3334781790345,5.29069002253017,204.263083429582,0.701859082812107,0.814021135490758,0.153406471617285,0.0321372462513732,0.0563613871189513,0.0308273651211458,0.0836394199907277,0.225148760305177,0.279921037886246,0.299189409321492,0.30978911574786,0.165514343602549,0.0741247310225038
0.0,1.21694467685831,0.00774051007254,0.0886844565277625,31.4669611676143,0.10801525766791,2.0,40.0,0.0186519057718176,29.8741600487858,6.58278662633338,0.0127519656077535,0.0189365098717217,22.9508473339018,8.11224443578556,21.4968112809698,0.0678266395152258,0.0652459974338,0.0824072332353465,0.0291781762210912,0.0381497849993281,0.0408332921172416,0.0543099744207058,0.0748197215072601,0.083333843455923,0.0924704131389127,0.0978699085139775,0.164906292847503,0.113008950253908
0.0,1.77552832776119,0.650670509209503,5.93367580048481,78.3652320914707,0.486339822236761,2.0,40.0,0.947912971615668,29.4302134959962,5.78771762505036,0.0048779670093981,0.0030387146898289,22.0730700869795,3.72959963658285,13.7675172928941,0.665461162028197,0.895196694691719,0.195803562393121,0.0228560804774291,0.042174232227783,0.0286353975605787,0.0698308987576757,0.171710169534439,0.238424683653452,0.289482088488634,0.320919973771007,0.276451612969117,0.144437761410458
0.0,1.68108893594913,0.414028536398318,3.93290285912467,71.4657939036762,0.426382177328109,2.0,40.0,0.757564051432963,46.1521848542335,10.0016483509242,0.0005182829985099,0.0009824262221007,24.6817213102738,7.37950251621891,194.470969341631,0.694951036184341,0.860485740712018,0.26520381627094,0.0216284505434025,0.0415480879463222,0.0256618082022801,0.0655089257553773,0.228932596165759,0.336930464158106,0.387274130549956,0.416881456859114,0.463613639909229,0.355205714619318
0.0,1.3457922232766,0.0808047931994845,0.873196055797944,42.8427118444771,0.181829361880087,2.0,40.0,0.184443972917858,54.9238153249257,12.852668654121,0.0246397729563082,0.0256284715234548,26.2116939227677,11.7644215319177,207.093516346281,0.450848215719493,0.492824164366958,0.124502786553566,0.0323591908919079,0.0509979349885873,0.0382191404276096,0.0714277343351294,0.174169297610379,0.202797526171582,0.210485414724191,0.21478179715911,0.153462016325006,0.0788049312368255
