ANT,N,BROWN,lai,LIDFa,q,TypeLidf,alpha,psoil,CHL,CAR,LMA,EWT,tts,tto,psi,fcover,fapar,albedo,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
0.0,1.43508914086322,0.146438102719454,1.72835185210901,50.7728412389568,0.243894104977328,2.0,40.0,0.320342223173161,14.5335519687007,1.05286976942405,0.0066694111544964,0.0048652110330366,48.4086947963196,10.5730232378235,59.9429586429667,0.648135633909844,0.66025620272479,0.237979182076616,0.0541519289823889,0.124890837912706,0.0516775110234413,0.169847504746269,0.297159248907893,0.318069538501253,0.35364775317998,0.417867664233034,0.270522389172118,0.134814158607494
0.0,1.76083329184208,0.589833550456269,6.45008653850401,77.3504462034396,0.477736510731661,2.0,40.0,0.917261184934795,35.6916281201229,6.68137897268413,0.0159698290434539,0.0248296600175769,51.50695321915,8.19624471415638,61.2901825151113,0.750003946630885,0.968893863008101,0.175197066386603,0.0118483715622569,0.0234711325875157,0.009230485827167,0.0510056001585118,0.112010914139155,0.190542518161225,0.220291098568032,0.226289231674328,0.0770849368112403,0.0220029383084347
0.0,1.62241361869663,0.332299820843848,3.75659839698096,66.802544425997,0.384590065776026,2.0,40.0,0.645991571593859,40.9498544967036,9.06936445011166,0.0153711828408596,0.0202336825450867,27.3826854133,3.119811663865,104.3941569006,0.75351691687153,0.871666860813077,0.153525398301761,0.0212276955113344,0.047528406919172,0.022528563950729,0.0538932327314894,0.19296252486569,0.261965597596364,0.329217347207992,0.27444157897088,0.152278190504877,0.0607568691623377
0.0,1.55089180315263,0.251768326146364,2.89132693514989,60.8405792639577,0.330994546454948,2.0,40.0,0.516018540926126,55.5175712760768,15.1634932905112,0.0164380993728149,0.0232589393170527,39.2606271893916,3.88275351275353,47.038992838067,0.741735226292922,0.864203899215015,0.161117155847865,0.0196771416558682,0.0510150247570735,0.0227010624210709,0.0600392576092461,0.209703254732775,0.305058591456858,0.333728178280804,0.338408949687196,0.134223625766775,0.0514607134084325
0.0,1.31175162270327,0.0590410317980535,0.71934255840056,39.8150481446365,0.160261992582527,2.0,40.0,0.136820121570296,21.0351638827544,6.87011731007029,0.0203740200908126,0.0167852822251141,25.5274975838986,4.88841941622978,136.859093585319,0.400656075363395,0.39755430361634,0.133468477702409,0.0370166740764509,0.0830665081780702,0.0449565457492082,0.103601084284972,0.155515337302377,0.167393755991629,0.203019892474746,0.207138302436151,0.2066272443671,0.0955856338539931
0.0,1.31173654545519,0.0590317854646077,0.719232758849914,39.8137087568238,0.160252743039092,2.0,40.0,0.136799594044876,0.858012258298725,0.241520150612019,0.0089842273576591,0.0078357816937008,32.4611113948276,10.0337254001204,43.2417484470184,0.401621864536676,0.174438293515919,0.206664181369697,0.113003021453709,0.171399093365716,0.181891073985567,0.182049269839642,0.201722591707914,0.207817571146101,0.16971243846445,0.268064371094424,0.237491044025363,0.129212405412921
0.0,1.24569623892764,0.0218584285842486,0.270964532692963,33.9776139977795,0.122557735345059,2.0,40.0,0.0520781121165685,30.0278415345404,11.2278045401321,0.0107272698407654,0.0102202731780316,75.640002619677,8.35986947491935,68.2004739799785,0.187930610489735,0.244734527025771,0.113582951829841,0.0289968534209814,0.0468220464968248,0.0362913468641157,0.075460972525654,0.152570519049927,0.112073564166029,0.144410538754826,0.159119334437543,0.161100637643596,0.120145045778602
0.0,1.70233239338022,0.449757571762913,4.99547505012311,73.09020186125,0.440764516201612,2.0,40.0,0.799125317500456,45.2757797006281,9.66797802335356,0.0140009583264164,0.0135811717931891,57.2329520114515,10.6678174913791,118.529972499584,0.76233376448417,0.967545395961651,0.200417866178656,0.0106579923449547,0.030246472580768,0.007767752720829,0.0463889676775845,0.187790993180388,0.221469055009018,0.282337740532789,0.275240106255589,0.119421861219303,0.044101731171947
0.0,1.55217166608969,0.253084280606634,2.9056037953975,60.9494052566029,0.331966636039718,2.0,40.0,0.51828632075781,35.1313472043387,9.50372475373535,0.0051693296991899,0.0057962054706056,31.716801776553,6.53862333303849,133.291843126547,0.74407809829372,0.833847839532783,0.223504650187828,0.0239786828733308,0.0516282123789817,0.0275093301587798,0.0926414887660924,0.246776741103544,0.39233304029632,0.425409533002654,0.386002100720854,0.348248232383115,0.149717359132159
0.0,1.60918229694285,0.316170839097472,3.58454244088345,65.719902975893,0.374835372346344,2.0,40.0,0.621453066763451,38.438135409662,4.1362848864751,0.0153115571984386,0.0181092339063345,21.3334781790345,5.29069002253017,204.263083429582,0.755531648215992,0.849173013272423,0.153325311205151,0.028819132775027,0.0507101209175402,0.0299200186139566,0.0726015276285976,0.230437259569,0.272996090551567,0.331627286020178,0.29321249324684,0.152178324333605,0.073483204801102
